YYYY/MM/DD,HH:mm:SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
1961/01/01,14:27:27.04,le,2.97,l,35.746,-118.045,6.0,C,3347741.0,19.0,0.0
1961/01/02,06:33:19.66,le,2.73,l,34.298,-117.319,6.0,C,3347768.0,15.0,0.0
1961/01/05,19:07:57.64,le,3.30,l,33.142,-116.365,6.0,C,3347742.0,18.0,0.0
1961/01/06,20:46:47.71,re,3.19,l,36.033,-120.042,6.0,D,3347743.0,9.0,0.0
1961/01/08,13:21:51.16,le,2.98,l,35.069,-119.042,0.2,C,3347744.0,18.0,0.0
1961/01/08,13:44:18.73,le,2.55,l,34.056,-117.54,3.5,B,3347745.0,19.0,0.0
1961/01/09,04:34:49.80,le,2.85,l,35.391,-118.624,6.0,C,3347746.0,19.0,0.0
1961/01/09,19:40:14.92,le,3.50,h,32.164,-115.796,6.0,C,10086602.0,14.0,0.0
1961/01/10,17:24:54.72,le,2.73,l,34.218,-117.127,2.1,C,3347748.0,18.0,0.0
1961/01/10,18:55:01.49,le,3.80,l,34.243,-117.093,2.5,C,3347750.0,23.0,0.0
1961/01/14,03:23:39.47,le,2.90,l,34.073,-118.245,4.9,B,3347752.0,22.0,0.0
1961/01/14,19:57:20.97,le,3.02,l,34.429,-117.023,6.0,C,3347753.0,20.0,0.0
1961/01/21,16:59:57.84,le,3.02,l,35.063,-118.932,10.9,C,3347754.0,23.0,0.0
1961/01/23,03:20:30.51,le,3.34,l,35.09,-119.088,3.8,C,3347756.0,23.0,0.0
1961/01/23,07:38:41.48,le,2.98,l,35.118,-119.063,12.6,B,3347757.0,23.0,0.0
1961/01/28,08:12:46.26,le,5.05,l,35.758,-118.041,6.0,C,3347759.0,24.0,0.0
1961/01/28,10:27:37.33,le,3.23,l,35.768,-118.033,6.0,C,3347760.0,28.0,0.0
1961/01/28,10:42:55.78,le,3.15,l,35.774,-118.033,6.0,C,3347761.0,19.0,0.0
1961/01/28,14:01:08.61,le,3.65,l,35.794,-118.033,6.0,C,3347762.0,22.0,0.0
1961/01/28,17:00:31.89,le,3.27,l,35.8,-118.049,6.0,C,3347764.0,22.0,0.0
1961/01/28,17:02:11.50,le,3.62,l,35.823,-118.026,6.0,C,3347765.0,27.0,0.0
1961/01/29,19:36:22.92,le,3.08,l,35.417,-118.692,6.0,C,3347766.0,20.0,0.0
1961/01/30,01:28:35.50,le,3.04,l,34.072,-116.6,6.0,C,3347767.0,20.0,0.0
1961/02/07,14:30:55.45,le,2.97,l,35.36,-118.603,6.0,C,3345128.0,18.0,0.0
1961/02/11,13:15:28.02,le,2.56,l,35.369,-118.543,6.0,C,3345131.0,12.0,0.0
1961/02/12,06:47:39.29,le,3.19,l,35.753,-118.039,6.0,C,3345132.0,25.0,0.0
1961/02/12,10:32:27.38,le,2.91,l,32.946,-117.783,6.0,C,3345133.0,19.0,0.0
1961/02/12,22:49:33.87,le,3.81,l,35.613,-119.391,6.0,C,3345134.0,25.0,0.0
1961/02/14,18:16:48.73,le,2.98,l,35.661,-119.364,6.0,C,3345135.0,13.0,0.0
1961/02/16,10:06:59.94,le,3.11,l,33.11,-116.416,6.0,C,3345136.0,19.0,0.0
1961/02/18,13:50:30.02,le,3.22,l,35.803,-118.052,1.0,C,3345137.0,21.0,0.0
1961/02/20,23:25:00.94,qb,2.74,l,35.033,-117.731,6.0,C,3345138.0,19.0,0.0
1961/02/21,09:20:17.97,le,3.39,l,34.023,-117.538,5.1,B,3345139.0,23.0,0.0
1961/02/21,15:46:58.10,le,2.84,l,34.349,-119.557,0.0,C,3347737.0,24.0,0.0
1961/02/22,07:03:01.66,le,2.88,l,35.758,-118.03,6.0,C,3345141.0,21.0,0.0
1961/02/23,05:58:43.31,le,3.05,l,35.245,-120.856,6.0,C,3345142.0,18.0,0.0
1961/02/24,04:25:58.52,le,3.28,l,35.195,-118.96,6.0,C,3345144.0,29.0,0.0
1961/02/26,13:48:18.55,le,2.99,l,35.084,-119.318,6.0,C,3345145.0,14.0,0.0
1961/02/27,04:58:49.78,le,3.14,l,35.789,-118.038,6.0,C,3345146.0,21.0,0.0
1961/02/28,21:22:52.99,le,4.40,h,32.168,-115.738,6.0,D,12277831.0,20.0,0.0
1961/03/04,07:14:25.97,le,2.96,l,34.551,-116.909,6.0,C,3345149.0,22.0,0.0
1961/03/05,13:04:57.73,le,3.44,l,32.861,-115.614,6.0,C,3345150.0,22.0,0.0
1961/03/06,09:30:28.18,le,3.25,l,35.319,-118.56,6.0,C,3345151.0,26.0,0.0
1961/03/08,07:10:37.23,le,2.84,l,35.304,-118.525,6.0,C,3345152.0,21.0,0.0
1961/03/09,02:10:39.19,le,3.59,l,35.224,-118.629,6.0,C,3345153.0,27.0,0.0
1961/03/10,01:04:42.92,le,2.77,l,33.083,-117.199,6.0,C,3345154.0,15.0,0.0
1961/03/10,23:34:50.05,qb,2.66,l,34.644,-117.093,0.0,C,3345156.0,20.0,0.0
1961/03/12,03:00:47.71,le,2.97,l,35.205,-118.586,6.0,C,3345157.0,21.0,0.0
1961/03/12,07:36:32.20,le,3.65,l,33.484,-119.028,6.0,C,3345995.0,26.0,0.0
1961/03/12,09:50:10.30,le,3.72,l,35.167,-117.052,6.0,C,3345996.0,23.0,0.0
1961/03/17,20:00:02.46,le,2.66,l,32.809,-117.094,6.0,C,3345997.0,12.0,0.0
1961/03/21,00:41:42.29,le,2.62,l,35.368,-118.578,6.0,C,3344875.0,15.0,0.0
1961/03/21,00:57:25.08,le,2.32,l,35.382,-118.571,6.0,C,3344876.0,12.0,0.0
1961/03/22,04:49:34.37,le,2.84,l,33.518,-119.1,6.0,C,3344877.0,23.0,0.0
1961/03/22,15:11:14.10,le,3.68,l,32.059,-115.746,6.0,D,3344878.0,21.0,0.0
1961/03/24,07:14:16.08,le,3.35,l,35.276,-118.556,6.0,C,3344879.0,26.0,0.0
1961/03/25,07:48:56.22,le,3.61,l,32.496,-117.687,6.0,C,3344880.0,22.0,0.0
1961/03/27,09:00:38.62,le,4.31,l,36.728,-116.092,6.0,C,3344881.0,24.0,0.0
1961/03/27,09:14:39.43,le,3.25,h,36.736,-116.032,6.0,D,3344882.0,5.0,0.0
1961/03/31,04:48:13.11,le,2.84,l,35.346,-118.516,6.0,C,3344885.0,20.0,0.0
1961/03/31,23:34:01.76,qb,2.72,l,34.591,-117.145,0.0,C,3344886.0,24.0,0.0
1961/04/01,15:33:21.26,le,3.04,l,35.388,-118.6,6.0,C,3344887.0,23.0,0.0
1961/04/01,21:28:48.81,le,3.59,l,35.4,-118.611,6.0,C,3344888.0,26.0,0.0
1961/04/04,10:11:16.22,le,2.95,l,35.447,-118.611,3.1,C,3344889.0,25.0,0.0
1961/04/04,21:32:18.96,le,3.46,l,33.729,-117.873,6.0,C,3344890.0,21.0,0.0
1961/04/05,00:00:20.48,le,2.60,l,34.185,-117.478,4.0,B,3344891.0,14.0,0.0
1961/04/08,09:29:49.86,re,3.59,l,36.069,-120.37,6.0,C,3344892.0,21.0,0.0
1961/04/10,12:19:46.17,le,2.84,l,33.984,-118.095,1.2,B,3344893.0,16.0,0.0
