YYYY/MM/DD,HH:mm:SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
1991/01/01,02:09:58.40,le,1.79,c,33.376,-116.266,10.0,A,2009698.0,16.0,0.0
1991/01/01,03:09:53.87,le,2.09,c,34.782,-116.374,6.0,C,2009699.0,13.0,0.0
1991/01/01,04:44:39.55,le,1.74,c,33.543,-116.441,10.1,A,2009700.0,20.0,0.0
1991/01/01,05:48:12.81,le,1.10,h,33.461,-116.404,11.7,A,2009701.0,13.0,0.0
1991/01/01,05:51:40.05,le,1.75,c,34.408,-118.425,9.9,A,2009702.0,24.0,0.0
1991/01/01,05:51:46.63,le,1.68,c,34.41,-118.436,10.7,A,144654.0,15.0,0.0
1991/01/01,06:29:57.59,le,1.20,h,34.407,-118.397,6.0,C,2009703.0,13.0,0.0
1991/01/01,06:54:59.86,le,1.05,c,35.897,-117.721,3.2,A,2009704.0,17.0,0.0
1991/01/01,07:40:36.52,le,1.10,h,33.024,-116.422,7.3,A,2009708.0,9.0,0.0
1991/01/01,08:04:06.22,le,1.80,c,34.418,-118.412,8.2,A,2009709.0,40.0,0.0
1991/01/01,08:49:15.04,re,0.00,n,36.045,-120.628,2.1,C,689218.0,7.0,0.0
1991/01/01,09:35:02.95,le,2.26,c,36.202,-118.267,9.9,A,2009710.0,25.0,0.0
1991/01/01,10:21:08.73,le,1.22,c,34.778,-118.915,12.1,A,2009711.0,8.0,0.0
1991/01/01,11:26:42.23,le,1.20,h,33.977,-116.695,8.6,A,2009713.0,16.0,0.0
1991/01/01,14:01:33.70,le,1.20,h,33.936,-115.841,6.0,C,2009715.0,10.0,0.0
1991/01/01,16:12:34.14,le,1.84,c,33.792,-116.178,7.4,A,2009716.0,26.0,0.0
1991/01/01,19:08:48.82,le,1.87,c,33.898,-118.632,13.3,A,2009717.0,12.0,0.0
1991/01/01,19:16:28.70,le,1.10,h,33.152,-116.484,9.3,A,2009718.0,13.0,0.0
1991/01/01,20:27:53.73,le,1.74,c,33.157,-115.653,1.0,C,2009720.0,16.0,0.0
1991/01/01,21:27:49.33,le,1.30,h,33.989,-118.219,6.0,C,2009721.0,9.0,0.0
1991/01/01,22:54:55.05,le,1.30,h,34.224,-116.418,9.2,A,2009724.0,13.0,0.0
1991/01/01,23:04:19.07,qb,2.37,c,36.9,-116.75,0.0,C,689233.0,6.0,0.0
1991/01/02,01:16:17.97,re,0.00,n,36.258,-120.217,6.0,C,2009727.0,10.0,0.0
1991/01/02,01:24:42.54,le,1.90,h,34.418,-115.895,6.0,C,2009732.0,13.0,0.0
1991/01/02,02:28:21.58,le,1.10,h,35.325,-117.957,7.4,A,2009733.0,15.0,0.0
1991/01/02,02:59:33.99,le,1.16,c,36.087,-117.613,1.0,C,2009734.0,13.0,0.0
1991/01/02,03:34:22.92,le,1.00,h,33.408,-116.432,13.2,A,2009736.0,13.0,0.0
1991/01/02,03:34:31.95,le,0.99,c,33.421,-116.434,13.0,A,144655.0,11.0,0.0
1991/01/02,03:48:20.84,le,2.03,c,34.526,-116.046,6.0,C,2009737.0,18.0,0.0
1991/01/02,03:54:12.09,le,1.44,c,35.657,-118.127,8.5,A,2009738.0,30.0,0.0
1991/01/02,04:03:01.01,le,1.30,h,33.352,-115.679,9.7,B,2009739.0,13.0,0.0
1991/01/02,08:00:19.71,le,2.03,c,35.477,-118.509,6.3,A,2009744.0,32.0,0.0
1991/01/02,09:02:07.14,le,1.30,h,33.798,-116.892,17.9,A,2009746.0,14.0,0.0
1991/01/02,09:27:20.50,le,2.16,c,32.583,-115.804,3.9,A,2009747.0,21.0,0.0
1991/01/02,10:07:50.95,le,1.50,h,33.796,-116.156,8.3,A,2009748.0,12.0,0.0
1991/01/02,10:09:23.66,le,1.40,h,32.713,-115.989,4.3,A,2009749.0,14.0,0.0
1991/01/02,12:52:38.71,le,0.96,c,36.04,-117.796,1.0,C,2009756.0,9.0,0.0
1991/01/02,13:03:31.27,le,1.40,h,36.041,-117.794,1.0,C,144664.0,11.0,0.0
1991/01/02,13:03:57.74,le,1.40,h,36.04,-117.795,1.0,C,2009757.0,10.0,0.0
1991/01/02,14:05:53.76,le,1.75,c,36.144,-118.056,1.0,A,2009759.0,22.0,0.0
1991/01/02,19:23:53.48,le,2.33,c,36.491,-117.919,6.0,C,2009763.0,27.0,0.0
1991/01/02,19:32:18.54,qb,0.00,n,33.06,-115.0,0.0,C,2009764.0,4.0,0.0
1991/01/02,22:01:31.49,le,1.80,c,34.152,-117.709,9.3,A,2009766.0,25.0,0.0
1991/01/02,22:06:02.45,re,1.89,c,36.086,-120.035,6.0,C,689274.0,10.0,0.0
1991/01/02,22:52:19.34,le,1.30,h,33.487,-116.466,15.3,A,2009768.0,22.0,0.0
1991/01/02,23:07:08.69,qb,3.50,c,36.9,-116.75,0.0,C,2009771.0,5.0,0.0
1991/01/03,00:18:56.71,qb,2.62,c,34.75,-116.42,0.0,C,689280.0,16.0,0.0
1991/01/03,01:25:13.89,le,0.82,c,33.507,-116.432,9.9,A,2009789.0,9.0,0.0
1991/01/03,01:50:25.52,le,1.70,c,34.116,-117.687,3.5,A,2009791.0,21.0,0.0
1991/01/03,02:41:42.34,le,1.40,h,33.924,-115.845,6.0,C,2009793.0,7.0,0.0
1991/01/03,03:43:20.78,le,0.90,h,34.382,-119.112,5.9,B,2009794.0,8.0,0.0
1991/01/03,04:47:44.63,le,1.00,h,35.471,-118.319,7.3,C,2009795.0,20.0,0.0
1991/01/03,05:10:46.10,le,1.90,c,34.013,-116.722,13.5,A,2009796.0,27.0,0.0
1991/01/03,05:12:45.72,le,2.37,c,34.53,-116.822,1.0,C,2009797.0,53.0,0.0
1991/01/03,05:27:45.82,le,2.13,c,33.98,-116.571,8.1,A,2009798.0,45.0,0.0
1991/01/03,05:43:28.09,le,1.60,h,34.532,-116.819,1.0,C,2009799.0,15.0,0.0
1991/01/03,06:50:15.88,le,2.16,c,36.014,-117.908,3.5,A,2009802.0,31.0,0.0
1991/01/03,11:48:57.74,le,1.00,h,36.003,-117.802,2.7,A,2009811.0,11.0,0.0
1991/01/03,13:07:37.79,le,1.50,h,33.708,-117.513,8.9,A,2009813.0,17.0,0.0
1991/01/03,14:09:39.96,le,1.30,h,33.931,-117.584,10.2,A,2009817.0,22.0,0.0
1991/01/03,14:19:18.11,le,0.91,c,33.417,-116.388,10.6,A,2009818.0,11.0,0.0
1991/01/03,15:01:48.40,le,1.52,h,33.468,-118.242,8.6,C,2009820.0,7.0,0.0
1991/01/03,17:13:03.33,le,1.44,c,36.164,-118.048,10.3,B,2009832.0,15.0,0.0
1991/01/03,17:42:28.89,le,1.50,h,36.164,-118.05,8.3,B,2009836.0,17.0,0.0
1991/01/03,17:52:22.96,le,1.21,c,32.967,-115.766,1.0,C,2009837.0,9.0,0.0
1991/01/03,19:28:29.33,qb,2.46,c,33.06,-115.0,0.0,C,2009844.0,3.0,0.0
1991/01/03,20:17:27.20,le,1.64,c,35.098,-118.687,11.8,A,2009851.0,10.0,0.0
1991/01/03,21:39:03.00,le,1.20,h,33.523,-116.444,10.0,A,2009855.0,16.0,0.0
1991/01/03,21:47:16.46,le,1.40,h,36.536,-117.371,6.0,C,2009856.0,8.0,0.0
1991/01/03,22:36:41.93,le,1.45,c,35.763,-118.479,3.9,A,2009858.0,22.0,0.0
1991/01/03,22:42:14.07,qb,0.00,n,34.97,-118.28,0.0,C,2009859.0,4.0,0.0
1991/01/03,23:01:55.46,qb,0.00,n,36.9,-116.75,0.0,C,2009860.0,5.0,0.0
1991/01/03,23:19:52.83,qb,0.00,n,35.05,-118.32,0.0,C,2009862.0,4.0,0.0
1991/01/04,00:26:16.77,re,2.51,c,35.992,-120.571,1.9,B,2009864.0,24.0,0.0
1991/01/04,00:33:49.45,qb,0.00,n,33.03,-116.08,0.0,C,2009866.0,5.0,0.0
1991/01/04,02:59:12.38,le,1.60,h,32.354,-115.221,6.0,C,689346.0,9.0,0.0
1991/01/04,03:26:16.09,le,1.90,h,32.891,-118.814,17.8,B,2009868.0,10.0,0.0
1991/01/04,04:27:38.82,le,1.30,h,32.935,-116.289,9.5,A,2009869.0,10.0,0.0
1991/01/04,05:05:19.44,le,1.10,h,36.005,-117.797,2.6,A,2009870.0,12.0,0.0
1991/01/04,07:37:43.61,le,1.87,c,33.181,-116.129,4.4,A,2009871.0,23.0,0.0
1991/01/04,07:44:59.37,le,2.71,l,34.053,-117.272,19.8,A,2009872.0,77.0,0.0
1991/01/04,10:15:18.96,le,0.50,h,33.302,-116.218,8.7,C,144724.0,7.0,0.0
