YYYY/MM/DD,HH:mm:SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
1937/01/03,08:03:31.64,le,3.06,l,32.461,-116.242,6.0,D,3364061.0,4.0,0.0
1937/01/07,04:59:34.13,le,2.44,l,33.228,-117.959,6.0,C,3364063.0,5.0,0.0
1937/01/09,10:41:00.64,le,3.05,l,33.95,-116.8,6.0,C,3364067.0,9.0,0.0
1937/01/09,14:38:53.06,le,1.89,l,33.856,-117.403,6.0,C,3364068.0,6.0,0.0
1937/01/09,15:15:40.57,le,2.09,h,34.123,-117.339,6.0,C,3364069.0,7.0,0.0
1937/01/10,00:24:52.70,le,2.27,h,34.333,-116.8,6.0,D,3364070.0,4.0,0.0
1937/01/10,04:15:24.52,le,2.63,l,34.334,-116.846,6.0,C,3364071.0,6.0,0.0
1937/01/10,10:14:16.88,le,1.94,h,34.098,-117.433,5.0,D,3364072.0,9.0,0.0
1937/01/12,15:44:20.07,le,3.02,h,34.727,-120.994,6.0,D,3364073.0,7.0,0.0
1937/01/13,16:38:51.65,le,2.32,l,33.436,-118.298,6.0,C,3364074.0,5.0,0.0
1937/01/15,18:35:46.75,le,3.89,l,33.521,-118.137,6.0,C,3364076.0,10.0,0.0
1937/01/16,05:27:04.80,le,2.62,l,33.504,-118.241,6.0,D,3364077.0,11.0,0.0
1937/01/16,12:34:20.83,qb,1.85,l,34.213,-117.845,0.0,C,3364079.0,6.0,0.0
1937/01/17,03:29:29.07,le,2.90,l,33.98,-117.65,6.0,C,3364080.0,8.0,0.0
1937/01/18,10:34:52.53,le,3.09,l,34.124,-117.457,11.5,B,3364082.0,13.0,0.0
1937/01/18,11:00:34.17,le,2.45,l,34.229,-117.398,6.0,C,3364083.0,6.0,0.0
1937/01/19,23:57:38.42,le,3.78,l,35.645,-118.199,6.0,C,3364084.0,14.0,0.0
1937/01/20,06:12:00.28,le,2.13,l,33.86,-118.188,6.0,C,3364085.0,4.0,0.0
1937/01/20,19:04:00.24,le,3.10,l,33.886,-116.87,6.0,C,3364086.0,8.0,0.0
1937/01/22,19:52:23.51,le,2.62,l,34.911,-116.719,6.0,C,3364087.0,9.0,0.0
1937/01/25,10:10:51.81,le,2.29,l,36.174,-118.594,6.0,D,3364088.0,8.0,0.0
1937/01/25,17:35:22.57,le,2.27,h,33.511,-118.242,6.0,D,3364089.0,4.0,0.0
1937/01/28,17:36:14.35,le,2.71,l,34.256,-119.638,6.0,C,3364090.0,6.0,0.0
1937/01/30,07:17:09.54,le,2.00,h,33.639,-118.046,6.0,C,3364091.0,4.0,0.0
1937/01/31,08:23:39.13,le,2.26,l,33.566,-118.509,6.0,C,3364092.0,7.0,0.0
1937/02/02,03:32:20.89,le,2.13,h,33.996,-116.913,6.0,D,3364093.0,6.0,0.0
1937/02/06,02:52:14.05,le,3.77,l,33.746,-116.038,6.0,C,3364095.0,9.0,0.0
1937/02/06,09:14:07.17,le,2.97,l,34.202,-117.539,5.5,D,3364096.0,11.0,0.0
1937/02/06,20:21:58.18,le,1.66,l,34.042,-118.329,6.0,D,3364097.0,4.0,0.0
1937/02/12,04:16:00.89,le,2.76,l,33.634,-116.72,6.0,D,3364102.0,8.0,0.0
1937/02/12,09:00:34.12,le,2.69,l,33.721,-117.935,6.0,C,3364103.0,8.0,0.0
1937/02/12,12:49:13.48,le,2.20,h,34.97,-117.48,6.0,D,3364104.0,6.0,0.0
1937/02/12,17:07:12.67,le,2.65,l,34.041,-116.839,6.0,C,3364105.0,7.0,0.0
1937/02/16,17:40:46.90,le,3.82,l,34.093,-120.975,6.0,C,3364109.0,10.0,0.0
1937/02/16,19:05:53.74,le,1.60,l,34.31,-118.245,6.0,C,3364110.0,4.0,0.0
1937/02/18,07:52:15.76,le,2.51,l,33.731,-116.14,6.0,C,3364112.0,6.0,0.0
1937/02/18,12:07:14.10,le,2.89,l,32.746,-116.254,6.0,D,3364113.0,8.0,0.0
1937/02/19,00:59:25.68,le,2.38,l,34.042,-118.346,6.0,D,3364114.0,5.0,0.0
1937/02/19,16:42:43.15,le,2.45,l,35.829,-117.758,6.0,D,3364115.0,10.0,0.0
1937/02/20,09:58:10.57,re,3.95,l,35.994,-120.754,6.0,C,3364116.0,11.0,0.0
1937/02/20,13:36:07.41,le,1.92,h,34.601,-117.659,6.0,C,3364117.0,5.0,0.0
1937/02/20,18:39:19.97,le,1.51,h,34.104,-117.754,6.0,C,3364118.0,4.0,0.0
1937/02/20,20:27:36.42,le,2.58,l,33.98,-118.38,0.1,C,3364119.0,7.0,0.0
1937/02/21,11:26:28.03,le,1.85,l,33.757,-118.117,6.0,C,3364121.0,7.0,0.0
1937/02/22,18:23:38.33,le,2.73,l,35.828,-118.183,6.0,D,3364122.0,5.0,0.0
1937/02/23,01:56:18.76,le,2.09,l,34.102,-118.029,6.0,C,3364123.0,5.0,0.0
1937/02/24,13:37:16.37,le,2.09,l,34.551,-119.469,6.0,D,3364124.0,5.0,0.0
1937/02/25,03:20:09.49,le,2.47,l,34.64,-119.65,6.0,C,3364125.0,6.0,0.0
1937/02/25,18:21:11.53,le,2.79,l,35.759,-117.79,6.0,D,3364126.0,9.0,0.0
1937/02/26,10:54:30.48,le,3.35,l,33.991,-116.544,6.0,C,3364127.0,10.0,0.0
1937/02/28,21:06:33.85,le,2.68,l,33.805,-117.807,6.0,C,3364130.0,9.0,0.0
1937/03/01,02:14:40.20,le,3.24,l,33.825,-117.797,6.0,C,3364131.0,9.0,0.0
1937/03/01,02:37:59.39,le,1.63,h,33.831,-117.779,6.0,D,3364132.0,6.0,0.0
1937/03/02,07:41:38.93,le,2.80,l,33.385,-116.483,6.0,C,3364135.0,7.0,0.0
1937/03/02,22:44:48.76,le,1.71,l,33.855,-117.773,6.0,D,3364136.0,6.0,0.0
1937/03/04,03:13:26.62,le,2.03,l,33.746,-118.662,6.0,D,3364137.0,5.0,0.0
1937/03/04,16:04:36.08,le,3.49,l,33.764,-116.221,6.0,C,3364138.0,13.0,0.0
1937/03/05,20:31:32.46,le,2.17,l,33.721,-118.165,6.0,D,3364139.0,6.0,0.0
1937/03/06,08:42:01.93,le,3.21,l,34.293,-116.866,6.0,C,3364141.0,15.0,0.0
1937/03/06,09:52:45.79,le,2.68,l,33.908,-116.775,6.0,D,3364143.0,9.0,0.0
1937/03/06,12:04:07.21,le,2.71,h,33.01,-115.748,6.0,C,3364144.0,6.0,0.0
1937/03/06,12:10:47.13,le,2.98,h,33.127,-115.506,6.0,D,3364145.0,9.0,0.0
1937/03/06,12:43:03.26,le,3.08,l,33.115,-115.709,6.0,C,3364146.0,9.0,0.0
1937/03/09,22:39:24.12,le,2.48,l,33.288,-118.382,6.0,C,3364252.0,6.0,0.0
1937/03/09,23:44:33.56,le,3.08,l,33.182,-116.212,6.0,C,3364151.0,9.0,0.0
1937/03/12,22:27:26.35,le,2.96,l,34.205,-116.756,6.0,C,3364153.0,11.0,0.0
1937/03/13,05:36:14.16,le,2.79,l,34.983,-117.038,6.0,D,3364154.0,6.0,0.0
1937/03/13,07:30:36.58,le,2.50,h,35.017,-116.906,6.0,C,3364155.0,5.0,0.0
1937/03/16,23:30:37.50,le,2.42,l,33.492,-116.752,6.0,C,3364156.0,8.0,0.0
1937/03/17,07:49:25.09,le,2.02,l,34.087,-117.279,6.0,C,3364157.0,5.0,0.0
1937/03/18,22:42:13.55,qb,1.83,l,34.316,-118.086,0.0,C,3364158.0,6.0,0.0
1937/03/19,01:23:38.41,le,3.62,l,34.121,-117.423,8.4,B,3364159.0,13.0,0.0
1937/03/21,15:13:31.87,le,2.16,l,34.493,-117.649,6.0,C,3364160.0,6.0,0.0
1937/03/21,17:18:17.83,le,2.13,l,33.357,-117.995,6.0,C,3364161.0,9.0,0.0
1937/03/25,16:49:02.18,le,6.00,l,33.4,-116.25,6.0,D,3364162.0,8.0,0.0
1937/03/25,17:02:41.08,le,3.02,l,33.449,-116.543,6.0,C,3364163.0,5.0,0.0
1937/03/25,17:04:52.62,le,3.44,l,32.686,-116.234,6.0,D,3364164.0,7.0,0.0
1937/03/25,17:12:07.77,le,3.09,l,33.386,-116.409,6.0,C,3364165.0,4.0,0.0
1937/03/25,17:47:09.61,le,3.46,l,33.458,-116.455,6.0,C,3364166.0,9.0,0.0
1937/03/25,17:54:35.73,le,3.65,l,33.783,-116.334,6.0,D,3364167.0,8.0,0.0
1937/03/25,18:04:30.32,le,3.08,l,33.456,-116.55,6.0,C,3364168.0,7.0,0.0
1937/03/25,18:12:16.46,le,3.46,l,33.459,-116.543,6.0,C,3364169.0,7.0,0.0
1937/03/25,18:22:14.16,le,2.96,l,33.456,-116.438,6.0,D,3364170.0,8.0,0.0
1937/03/25,18:42:11.53,le,3.39,l,33.474,-116.55,6.0,C,3364171.0,11.0,0.0
1937/03/25,18:43:20.10,le,3.06,l,33.445,-116.527,6.0,C,3364172.0,6.0,0.0
1937/03/25,19:45:59.98,le,3.09,l,33.701,-116.379,6.0,D,3364173.0,7.0,0.0
1937/03/25,20:04:08.34,le,4.03,l,33.473,-116.447,6.0,C,3364174.0,10.0,0.0
1937/03/25,23:20:27.27,le,3.86,l,33.435,-116.527,6.0,C,3364175.0,16.0,0.0
1937/03/26,00:10:47.19,le,3.42,l,33.42,-116.513,6.0,C,3364176.0,9.0,0.0
1937/03/26,07:17:27.85,le,2.85,l,33.461,-116.574,6.0,C,3364177.0,7.0,0.0
1937/03/26,08:06:21.00,le,3.27,l,33.43,-116.484,6.0,D,3364178.0,9.0,0.0
1937/03/26,10:34:04.78,le,3.20,l,33.436,-116.583,6.0,D,3364179.0,9.0,0.0
1937/03/26,17:54:58.33,le,2.65,l,34.021,-116.83,6.0,C,3364180.0,7.0,0.0
1937/03/26,21:17:33.20,le,3.05,l,33.465,-116.561,6.0,C,3364181.0,11.0,0.0
